Tipo Doc,Documento,Nombre,Apellido,Mail,Fecha de colaboracion,Forma de colaboracion,Cantidad
DNI,7690001491,Magnum,Healeas,mhealeasec@altervista.org,8/5/2024,DONACION_VIANDAS,28
DNI,1913563235,Farrah,Chaff,fchaffed@mlb.com,12/21/2023,ENTREGA_TARJETAS,6
DNI,8233777617,Tammy,Osgordby,tosgordbyee@omniture.com,2/8/2023,DONACION_VIANDAS,11
LC,7795904173,Georgia,Edney,gedneyef@sohu.com,5/29/2024,REDISTRIBUCION_VIANDAS,49
LC,7048680024,Oralle,Worrall,oworralleg@cdbaby.com,2/2/2023,ENTREGA_TARJETAS,92
DNI,5215469083,Stephanie,Nulty,snultyeh@npr.org,3/21/2024,ENTREGA_TARJETAS,67
LC,9115574407,Thatcher,Doumer,tdoumerei@epa.gov,10/27/2023,DONACION_VIANDAS,27
LE,5561729462,Cordie,Whether,cwhetherej@networksolutions.com,11/18/2023,DONACION_VIANDAS,63
LC,5751381076,Lindy,Melbourn,lmelbournek@over-blog.com,4/6/2023,ENTREGA_TARJETAS,69
LC,2205512382,Malia,Alton,maltonel@chron.com,5/29/2024,ENTREGA_TARJETAS,51
LC,3105117954,Vanny,Wybrew,vwybrewem@ycombinator.com,5/17/2024,DONACION_VIANDAS,31
LE,7459405124,Leila,Stollmeyer,lstollmeyeren@canalblog.com,6/16/2024,REDISTRIBUCION_VIANDAS,22
DNI,4305831600,Marvin,Farady,mfaradyeo@dedecms.com,11/6/2023,REDISTRIBUCION_VIANDAS,77
LC,4161179375,Geneva,Anstice,gansticeep@bbc.co.uk,3/13/2023,REDISTRIBUCION_VIANDAS,78
DNI,9623415281,Averil,Gosdin,agosdineq@hostgator.com,4/28/2023,DINERO,91
LC,8424647289,Phillie,Pues,ppueser@imdb.com,10/21/2023,DONACION_VIANDAS,31
LE,0516859935,Dolli,Welds,dweldses@wikipedia.org,1/28/2024,DONACION_VIANDAS,87
LE,0724976213,Alla,McMaster,amcmasteret@51.la,6/18/2023,DINERO,41
LE,9109142630,Tori,Fluin,tfluineu@craigslist.org,10/26/2023,REDISTRIBUCION_VIANDAS,49
LC,6732332759,Gallard,Domke,gdomkeev@livejournal.com,3/1/2024,DINERO,35
DNI,8630981202,Aldrich,Mundie,amundieew@live.com,8/1/2023,DINERO,8
LE,4051935353,Donn,Shewon,dshewonex@devhub.com,12/23/2023,REDISTRIBUCION_VIANDAS,83
DNI,0855789581,Miranda,Sambedge,msambedgeey@kickstarter.com,8/29/2024,DINERO,56
LE,6507127388,Elvera,Gimenez,egimenezez@quantcast.com,12/25/2023,DINERO,91
LC,9624455821,Agosto,Flather,aflatherf0@spiegel.de,1/19/2024,DONACION_VIANDAS,75
LE,6783898040,Helenka,Placido,hplacidof1@illinois.edu,6/4/2023,REDISTRIBUCION_VIANDAS,12
LE,1771299703,Teddie,Beere,tbeeref2@dropbox.com,6/25/2023,ENTREGA_TARJETAS,79
DNI,6773776821,Alida,Fishlock,afishlockf3@cbc.ca,6/18/2023,ENTREGA_TARJETAS,64
LC,9940521677,Etheline,Whordley,ewhordleyf4@bloomberg.com,9/3/2023,ENTREGA_TARJETAS,95
LE,8019822062,Garnet,Dockery,gdockeryf5@yellowbook.com,9/14/2023,ENTREGA_TARJETAS,33
LE,8271063545,Siffre,Devoy,sdevoyf6@studiopress.com,6/15/2023,ENTREGA_TARJETAS,58
LC,2155476426,Brien,McCoish,bmccoishf7@example.com,7/2/2023,REDISTRIBUCION_VIANDAS,76
LC,2197557335,Tabitha,Dollman,tdollmanf8@ihg.com,8/27/2024,DINERO,60
LE,2263981950,Kippie,Trimnell,ktrimnellf9@marriott.com,3/29/2024,DONACION_VIANDAS,98
LC,7632295461,Jarid,Ginnaly,jginnalyfa@bloglines.com,8/14/2023,DONACION_VIANDAS,59
DNI,8677643230,Malvin,Salatino,msalatinofb@nhs.uk,11/14/2023,DINERO,43
LE,1243180498,Ermina,Gilman,egilmanfc@phpbb.com,6/28/2024,ENTREGA_TARJETAS,66
LC,7282994498,Norah,Stirton,nstirtonfd@loc.gov,5/17/2024,DINERO,82
DNI,4179406764,Toby,Aleshintsev,taleshintsevfe@timesonline.co.uk,4/24/2023,DONACION_VIANDAS,87
LE,9837167424,Eric,Mulrean,emulreanff@newyorker.com,12/7/2023,DONACION_VIANDAS,91
LE,2469924332,Andrus,Rebanks,arebanksfg@usa.gov,3/20/2024,ENTREGA_TARJETAS,81
LC,0038263262,Lindy,Shermar,lshermarfh@plala.or.jp,8/1/2023,DONACION_VIANDAS,51
LC,5728515479,Thebault,Deeming,tdeemingfi@chron.com,9/4/2024,ENTREGA_TARJETAS,98
DNI,4211959662,Evangeline,Horsewood,ehorsewoodfj@umn.edu,4/24/2023,DONACION_VIANDAS,53
LC,3181166790,Torey,Bowmer,tbowmerfk@cnet.com,8/21/2024,DINERO,1
LC,3925097910,Anthony,Iskowitz,aiskowitzfl@vk.com,9/5/2024,DINERO,15
DNI,4360100280,Aliza,Osgerby,aosgerbyfm@abc.net.au,9/3/2024,DINERO,17
LC,8791269563,Victor,Milington,vmilingtonfn@myspace.com,5/16/2023,DINERO,24
DNI,5687917691,Rogers,Hampshire,rhampshirefo@sourceforge.net,5/11/2024,DONACION_VIANDAS,57
LC,1508771952,Lotty,Hawkeridge,lhawkeridgefp@exblog.jp,9/25/2023,DONACION_VIANDAS,37
LC,8125161260,Flossie,Newsome,fnewsomefq@psu.edu,6/14/2024,REDISTRIBUCION_VIANDAS,8
LE,5245147661,Herculie,Axelbey,haxelbeyfr@merriam-webster.com,6/18/2023,DONACION_VIANDAS,52
DNI,2613744006,Teena,Budcock,tbudcockfs@ezinearticles.com,6/19/2024,DINERO,79
LE,5975949874,Marsiella,Mellmer,mmellmerft@yandex.ru,2/23/2024,REDISTRIBUCION_VIANDAS,2
DNI,6190606164,Berny,Elcoate,belcoatefu@fc2.com,6/14/2023,DONACION_VIANDAS,82
LE,3471837418,Elihu,Bruineman,ebruinemanfv@prweb.com,7/1/2023,ENTREGA_TARJETAS,82
LC,9305380883,Britte,Pollastro,bpollastrofw@storify.com,3/22/2024,DINERO,49
LE,3402229862,Etti,Bailess,ebailessfx@usgs.gov,10/31/2023,DINERO,18
LC,8220376740,Guthrey,Lawton,glawtonfy@netlog.com,7/22/2023,DINERO,18
LE,1342952359,Roseline,Seamons,rseamonsfz@fastcompany.com,6/17/2024,DONACION_VIANDAS,43
LE,3174704278,Florina,Ridges,fridgesg0@devhub.com,9/10/2023,DINERO,88
DNI,1709351470,Milton,Woolrich,mwoolrichg1@sohu.com,6/7/2023,DONACION_VIANDAS,94
DNI,5692648504,Reagan,Edmeades,redmeadesg2@tinyurl.com,3/25/2023,DINERO,13
LE,5614251170,Hillie,McLeish,hmcleishg3@360.cn,6/29/2023,ENTREGA_TARJETAS,2
LC,9808998402,Korella,Antonucci,kantonuccig4@hc360.com,1/31/2024,REDISTRIBUCION_VIANDAS,42
LE,9633216230,Ethyl,Antic,eanticg5@marriott.com,11/14/2023,ENTREGA_TARJETAS,96
DNI,4806936081,Marketa,Aggas,maggasg6@webnode.com,6/4/2023,REDISTRIBUCION_VIANDAS,23
LC,2740209584,Nikos,Soigne,nsoigneg7@state.tx.us,7/19/2023,REDISTRIBUCION_VIANDAS,35
DNI,6614531166,Ignacius,De Bruyne,idebruyneg8@globo.com,9/16/2023,DONACION_VIANDAS,68
LE,3033278035,Kyrstin,Boase,kboaseg9@devhub.com,4/7/2023,DINERO,79
LE,6821138508,Grissel,Mollitt,gmollittga@berkeley.edu,2/15/2023,DINERO,29
DNI,0860881679,Quinn,Liccardi,qliccardigb@prweb.com,2/23/2023,DINERO,79
DNI,3119792950,Gwenora,Brackpool,gbrackpoolgc@cam.ac.uk,3/6/2023,ENTREGA_TARJETAS,49
LC,2213253528,Hakim,Barnhill,hbarnhillgd@webnode.com,5/30/2024,DINERO,30
LE,1480704229,Tiphany,Wilacot,twilacotge@jugem.jp,8/18/2024,ENTREGA_TARJETAS,14
DNI,1646005058,Fransisco,Cleal,fclealgf@google.nl,3/18/2023,DONACION_VIANDAS,26
LC,1841666483,Fitzgerald,Jaine,fjainegg@surveymonkey.com,12/18/2023,DINERO,18
DNI,3546108604,Tracy,Ricciardelli,tricciardelligh@w3.org,10/29/2023,REDISTRIBUCION_VIANDAS,94
LC,1057632732,Diandra,Postill,dpostillgi@sfgate.com,11/7/2023,REDISTRIBUCION_VIANDAS,25
LC,5530882455,Hans,Jopp,hjoppgj@jigsy.com,4/10/2023,DONACION_VIANDAS,100
LC,1043949429,Francesca,Hedling,fhedlinggk@yellowpages.com,3/9/2023,ENTREGA_TARJETAS,31
DNI,8293018941,Arie,Gauvin,agauvingl@comsenz.com,2/15/2023,DINERO,78
DNI,6649290637,Irv,Beaby,ibeabygm@typepad.com,7/2/2023,REDISTRIBUCION_VIANDAS,80
DNI,8307132576,Tybie,McLevie,tmcleviegn@vinaora.com,5/27/2023,ENTREGA_TARJETAS,97
DNI,1825237522,Elnore,Eneas,eeneasgo@wikimedia.org,8/10/2023,DONACION_VIANDAS,33
LC,2833912471,Pen,Neissen,pneissengp@homestead.com,4/4/2024,ENTREGA_TARJETAS,87
LE,8761838292,Say,Brunsdon,sbrunsdongq@mozilla.com,9/29/2023,ENTREGA_TARJETAS,34
DNI,1259459365,Rudolfo,Tuck,rtuckgr@multiply.com,8/21/2024,ENTREGA_TARJETAS,86
LE,2635449201,Darryl,Iley,dileygs@youtube.com,12/17/2023,DINERO,50
LE,6703898006,Sena,Furmagier,sfurmagiergt@shop-pro.jp,12/3/2023,REDISTRIBUCION_VIANDAS,29
LC,7165477853,Nickolas,Granham,ngranhamgu@vkontakte.ru,4/25/2024,DONACION_VIANDAS,66
LC,0084395850,Hoebart,Pybworth,hpybworthgv@edublogs.org,7/17/2023,REDISTRIBUCION_VIANDAS,67
LE,0195834887,Layton,Northfield,lnorthfieldgw@arstechnica.com,6/3/2024,DONACION_VIANDAS,100
LC,2204617407,Hervey,Poate,hpoategx@yahoo.com,5/9/2023,ENTREGA_TARJETAS,86
DNI,8273522482,Daisey,Kix,dkixgy@oaic.gov.au,1/2/2024,DINERO,54
LC,8654832746,Johan,Leidl,jleidlgz@tinypic.com,4/25/2024,DONACION_VIANDAS,55
LC,4345076412,Belva,Wanderschek,bwanderschekh0@admin.ch,3/28/2023,REDISTRIBUCION_VIANDAS,54
DNI,6952592466,Marguerite,Statter,mstatterh1@mtv.com,2/16/2024,ENTREGA_TARJETAS,38
LC,9837952660,Leeanne,Balfre,lbalfreh2@sourceforge.net,2/16/2024,ENTREGA_TARJETAS,69
LC,5943790756,Ram,Fintoph,rfintophh3@friendfeed.com,3/17/2023,REDISTRIBUCION_VIANDAS,3
LC,8670453150,Cornelia,Robbeke,crobbekeh4@opera.com,7/15/2024,REDISTRIBUCION_VIANDAS,7
LC,2062334036,Leandra,Jenken,ljenkenh5@wisc.edu,3/12/2024,DINERO,13
LC,5321056803,Georas,Tebbutt,gtebbutth6@berkeley.edu,6/7/2023,REDISTRIBUCION_VIANDAS,36
DNI,5008641166,Hartwell,Binnall,hbinnallh7@springer.com,7/13/2024,DINERO,86
LE,3407870760,Mercie,Puleston,mpulestonh8@printfriendly.com,9/4/2024,DINERO,93
DNI,8925421178,Weylin,Zanicchelli,wzanicchellih9@last.fm,4/23/2023,REDISTRIBUCION_VIANDAS,89
DNI,0071871942,Tanner,Hunnisett,thunnisettha@tmall.com,3/15/2023,DINERO,5
LE,4104356263,Parker,Shafier,pshafierhb@archive.org,2/17/2024,ENTREGA_TARJETAS,10
DNI,9907069264,Godiva,Kundt,gkundthc@webmd.com,12/28/2023,ENTREGA_TARJETAS,46
LE,0781363403,Blane,Breazeall,bbreazeallhd@delicious.com,11/11/2023,REDISTRIBUCION_VIANDAS,51
LE,6620225101,Torrin,Garlicke,tgarlickehe@technorati.com,9/26/2023,REDISTRIBUCION_VIANDAS,7
LC,6985628265,Albina,Alban,aalbanhf@forbes.com,2/9/2023,ENTREGA_TARJETAS,84
LE,9524155478,Albert,Finkle,afinklehg@friendfeed.com,8/26/2023,REDISTRIBUCION_VIANDAS,20
DNI,1168428424,Rafa,Cratchley,rcratchleyhh@mapy.cz,4/22/2023,DINERO,33
LC,2342291655,Leesa,Zanicchelli,lzanicchellihi@msn.com,6/21/2024,ENTREGA_TARJETAS,63
DNI,3099138444,Glendon,Davidovic,gdavidovichj@si.edu,11/30/2023,ENTREGA_TARJETAS,17
LC,6434768192,Ninnette,Dearle-Palser,ndearlepalserhk@constantcontact.com,7/3/2024,DINERO,18
DNI,5361278467,Goldarina,Coweuppe,gcoweuppehl@nationalgeographic.com,4/22/2024,DONACION_VIANDAS,29
DNI,0726890715,Jandy,Latan,jlatanhm@blog.com,6/24/2024,REDISTRIBUCION_VIANDAS,54
LE,3362421113,Marcie,Sterzaker,msterzakerhn@gravatar.com,8/28/2023,REDISTRIBUCION_VIANDAS,30
LE,9562714985,Maryann,Iremonger,miremongerho@dion.ne.jp,7/11/2023,ENTREGA_TARJETAS,66
DNI,7954507300,Gabbey,Breed,gbreedhp@msu.edu,7/15/2023,DONACION_VIANDAS,75
LC,8453290717,Baillie,Giorgi,bgiorgihq@bbc.co.uk,1/6/2024,DONACION_VIANDAS,88
LC,5481569752,Shae,Garard,sgarardhr@cisco.com,8/25/2023,DONACION_VIANDAS,14
DNI,2239483326,Thornie,Bostick,tbostickhs@imgur.com,12/7/2023,ENTREGA_TARJETAS,5
LC,8640406995,Laraine,Adney,ladneyht@bing.com,8/8/2023,REDISTRIBUCION_VIANDAS,52
LC,1908952466,Yovonnda,Kewzick,ykewzickhu@opera.com,11/30/2023,REDISTRIBUCION_VIANDAS,67
DNI,4531795423,Isidoro,Uc,iuchv@hibu.com,7/21/2024,REDISTRIBUCION_VIANDAS,33
LE,6043770415,Felipe,Capineer,fcapineerhw@utexas.edu,9/27/2023,DONACION_VIANDAS,95
LE,4453864868,Tiertza,Ferronet,tferronethx@boston.com,5/29/2023,ENTREGA_TARJETAS,19
LC,8076960592,Katusha,Ronchi,kronchihy@i2i.jp,8/28/2023,DINERO,49
LC,1385855169,Burg,Pepper,bpepperhz@upenn.edu,8/8/2024,DINERO,3
LE,1685750079,Helsa,Boustead,hbousteadi0@indiatimes.com,4/7/2024,DONACION_VIANDAS,71
LC,5153475689,Noemi,Rantoull,nrantoulli1@opensource.org,2/18/2024,DONACION_VIANDAS,29
LC,7977238926,Berti,Christon,bchristoni2@npr.org,4/8/2023,DONACION_VIANDAS,66
DNI,5263109393,Christopher,Brewin,cbrewini3@issuu.com,9/7/2023,ENTREGA_TARJETAS,86
LE,2940196281,Thorin,Gerriets,tgerrietsi4@privacy.gov.au,9/1/2023,ENTREGA_TARJETAS,69
DNI,2085389309,Winfield,Bothram,wbothrami5@cargocollective.com,7/20/2024,DINERO,44
LC,0226162443,Issy,Bubbear,ibubbeari6@infoseek.co.jp,8/4/2023,REDISTRIBUCION_VIANDAS,51
LC,4437366123,Neilla,Wedmore,nwedmorei7@usa.gov,8/1/2024,REDISTRIBUCION_VIANDAS,78
LC,1795087404,Natalina,Downing,ndowningi8@kickstarter.com,2/10/2024,ENTREGA_TARJETAS,79
DNI,9269125807,Tracey,Goold,tgooldi9@posterous.com,8/21/2024,DONACION_VIANDAS,44
LE,7125691501,Joscelin,Hutson,jhutsonia@123-reg.co.uk,7/4/2023,REDISTRIBUCION_VIANDAS,100
DNI,4274713466,Regine,Walas,rwalasib@google.co.uk,5/2/2024,REDISTRIBUCION_VIANDAS,72
LE,5251472498,Eleanora,Peschmann,epeschmannic@reddit.com,7/13/2024,REDISTRIBUCION_VIANDAS,55
LE,1497004292,Geoff,Ginner,gginnerid@cyberchimps.com,9/7/2023,ENTREGA_TARJETAS,29
LE,4232477322,Molli,Pendrick,mpendrickie@timesonline.co.uk,2/26/2024,DINERO,33
LE,2144485356,Quinlan,Mallabone,qmallaboneif@nsw.gov.au,6/17/2024,ENTREGA_TARJETAS,10
LC,8484690741,Katrine,Matityahu,kmatityahuig@dropbox.com,10/5/2023,ENTREGA_TARJETAS,95
LE,7551481273,Tadd,Forster,tforsterih@shinystat.com,5/16/2023,DONACION_VIANDAS,64
LE,4262776026,Lyndsey,Stiant,lstiantii@mediafire.com,3/6/2023,ENTREGA_TARJETAS,35
LE,9952365039,Vida,Raffan,vraffanij@unicef.org,4/1/2024,DONACION_VIANDAS,30
DNI,7602597710,Fabien,Raggatt,fraggattik@csmonitor.com,6/27/2023,REDISTRIBUCION_VIANDAS,40
LC,6140347122,Coretta,Lamanby,clamanbyil@blogger.com,10/5/2023,REDISTRIBUCION_VIANDAS,95
LC,4860439635,Marabel,Ellacott,mellacottim@dedecms.com,6/8/2023,DINERO,2
LC,6438160377,Peg,McGeever,pmcgeeverin@typepad.com,4/24/2023,DINERO,38
LC,8138901160,Rodney,Westraw,rwestrawio@mozilla.com,2/27/2024,REDISTRIBUCION_VIANDAS,70
DNI,3129164715,Caroljean,Pressnell,cpressnellip@mail.ru,7/28/2023,DINERO,42
LC,6571234408,Lyndsie,Sobtka,lsobtkaiq@wired.com,7/21/2024,REDISTRIBUCION_VIANDAS,69
DNI,8349772913,Molli,Ragg,mraggir@census.gov,2/23/2023,ENTREGA_TARJETAS,84
DNI,9098241050,Artie,Piscopello,apiscopellois@ask.com,4/20/2023,DONACION_VIANDAS,20
LC,5697445784,Lizzy,Willcot,lwillcotit@timesonline.co.uk,4/30/2024,REDISTRIBUCION_VIANDAS,87
LE,1847343163,Rodger,MacBrearty,rmacbreartyiu@ft.com,7/12/2024,REDISTRIBUCION_VIANDAS,46
LE,0961726474,Patsy,Tootell,ptootelliv@nifty.com,4/8/2024,DINERO,71
LC,6923715563,Jamey,Barszczewski,jbarszczewskiiw@blogs.com,6/20/2024,DONACION_VIANDAS,58
LC,1553412389,Pall,Gomme,pgommeix@behance.net,11/22/2023,DONACION_VIANDAS,96
DNI,6959981581,Hanson,McGirr,hmcgirriy@multiply.com,4/1/2023,ENTREGA_TARJETAS,26
DNI,1051663857,Stanford,Foxall,sfoxalliz@businessweek.com,1/17/2024,ENTREGA_TARJETAS,56
LE,0106971913,Lauraine,Tregian,ltregianj0@illinois.edu,7/20/2024,DINERO,58
LE,4706204003,Derrek,Rushmare,drushmarej1@gmpg.org,6/8/2024,DONACION_VIANDAS,60
LC,4346878474,Kareem,Cadd,kcaddj2@artisteer.com,3/31/2023,DONACION_VIANDAS,18
DNI,1212693965,Ramsey,Retchford,rretchfordj3@answers.com,6/2/2024,DONACION_VIANDAS,46
LE,1654826081,Carlynne,Hansom,chansomj4@examiner.com,3/28/2024,ENTREGA_TARJETAS,52
DNI,3875555163,Arie,Poynor,apoynorj5@trellian.com,3/27/2024,DONACION_VIANDAS,90
DNI,0013542273,Gibb,Kleisle,gkleislej6@blog.com,11/1/2023,DINERO,94
LE,1977455360,Bettine,Borham,bborhamj7@un.org,1/4/2024,DONACION_VIANDAS,11
DNI,6735350286,Clifford,Essex,cessexj8@elpais.com,4/15/2024,ENTREGA_TARJETAS,17
DNI,1728022568,Zelma,Stewart,zstewartj9@addtoany.com,3/21/2024,REDISTRIBUCION_VIANDAS,24
DNI,4819518046,Gianina,Cumberbatch,gcumberbatchja@indiatimes.com,3/12/2024,DINERO,82
LC,4208937599,Hadleigh,Sharram,hsharramjb@arstechnica.com,9/9/2024,ENTREGA_TARJETAS,90
LE,3454635950,Gawain,Staniforth,gstaniforthjc@independent.co.uk,5/25/2024,ENTREGA_TARJETAS,15
LE,4472973405,Kristel,Goucher,kgoucherjd@nytimes.com,4/23/2024,DINERO,94
DNI,9005824468,Micheil,Hardman,mhardmanje@huffingtonpost.com,3/25/2024,DINERO,98
DNI,8636281946,Evanne,Myles,emylesjf@blogspot.com,12/28/2023,DINERO,30
DNI,3351297696,Abbe,Flanagan,aflanaganjg@sina.com.cn,9/9/2024,REDISTRIBUCION_VIANDAS,54
DNI,1965604986,Tallou,Odda,toddajh@uol.com.br,6/27/2024,ENTREGA_TARJETAS,16
LC,2013205279,Grayce,Tiddeman,gtiddemanji@blog.com,7/5/2024,ENTREGA_TARJETAS,79
DNI,1986693392,Kym,Lickess,klickessjj@cnbc.com,9/6/2023,DINERO,42
LC,8794054045,Cosimo,Giacobo,cgiacobojk@youku.com,3/26/2024,REDISTRIBUCION_VIANDAS,36
DNI,5162835676,Caspar,Brigstock,cbrigstockjl@cbc.ca,8/11/2024,DONACION_VIANDAS,75
DNI,5221258595,Marcellus,Alps,malpsjm@latimes.com,4/18/2023,REDISTRIBUCION_VIANDAS,55
LC,8310484917,Elijah,Kliement,ekliementjn@jugem.jp,2/22/2024,ENTREGA_TARJETAS,76
DNI,5836370389,Fionnula,Doogan,fdooganjo@discovery.com,8/10/2023,DINERO,28
LE,2681854075,Ody,Shord,oshordjp@wikimedia.org,7/29/2024,REDISTRIBUCION_VIANDAS,70
LE,7473185330,Alikee,Zuanazzi,azuanazzijq@mozilla.com,10/29/2023,DONACION_VIANDAS,34
DNI,2157304452,Malia,Hanwright,mhanwrightjr@mysql.com,11/6/2023,DINERO,22
LC,8325063521,Inesita,Libero,iliberojs@free.fr,8/29/2023,REDISTRIBUCION_VIANDAS,10
LE,3361072816,Noellyn,Chanson,nchansonjt@moonfruit.com,3/29/2024,DONACION_VIANDAS,12
LC,0235035254,Eldridge,Brugemann,ebrugemannju@dion.ne.jp,12/3/2023,DINERO,21
LE,7211071605,Filberte,Meineck,fmeineckjv@cbc.ca,8/1/2023,REDISTRIBUCION_VIANDAS,48
LC,0993566774,Tyrone,Kersey,tkerseyjw@jiathis.com,9/19/2023,ENTREGA_TARJETAS,21
DNI,4561223258,Umberto,Eidelman,ueidelmanjx@tinypic.com,4/8/2024,ENTREGA_TARJETAS,48
LC,6730250852,Raphael,Di Baudi,rdibaudijy@t.co,5/14/2024,ENTREGA_TARJETAS,6
LE,8789597524,Forbes,Preskett,fpreskettjz@unicef.org,8/5/2024,DINERO,95
DNI,6067221365,Emelia,Aaronson,eaaronsonk0@acquirethisname.com,7/16/2024,DINERO,60
LC,8667741396,Davis,Merrington,dmerringtonk1@noaa.gov,8/26/2024,REDISTRIBUCION_VIANDAS,11
DNI,0419435123,Kiley,Dixson,kdixsonk2@storify.com,2/2/2023,DONACION_VIANDAS,62
LC,4849783368,Frederik,Ramshaw,framshawk3@loc.gov,11/15/2023,DONACION_VIANDAS,97
DNI,2390609082,Alysa,Littlewood,alittlewoodk4@psu.edu,11/29/2023,DINERO,42
LE,2677282984,Kit,Hillitt,khillittk5@nih.gov,4/28/2024,ENTREGA_TARJETAS,89
LE,3867160074,Trista,Nel,tnelk6@dedecms.com,5/11/2023,REDISTRIBUCION_VIANDAS,4
LC,2506397949,Fionna,Sturdey,fsturdeyk7@google.co.uk,10/19/2023,DINERO,97
LE,9959113205,Curran,Terran,cterrank8@gmpg.org,2/18/2024,REDISTRIBUCION_VIANDAS,91
DNI,8519010709,Denis,Poxon,dpoxonk9@shinystat.com,6/2/2024,DINERO,34
LC,0233759646,Sim,Tire,stireka@google.pl,6/29/2023,DONACION_VIANDAS,66
LC,6319395885,Alys,Euston,aeustonkb@jalbum.net,2/15/2023,REDISTRIBUCION_VIANDAS,50
DNI,1040539149,Lancelot,Baelde,lbaeldekc@ustream.tv,12/6/2023,REDISTRIBUCION_VIANDAS,25
LC,7070746539,Adey,Gierhard,agierhardkd@hubpages.com,7/5/2024,REDISTRIBUCION_VIANDAS,65
DNI,0440647762,Margarete,Wretham,mwrethamke@icio.us,2/7/2023,DONACION_VIANDAS,96
LE,9431147173,Lexi,Peltzer,lpeltzerkf@microsoft.com,2/28/2023,REDISTRIBUCION_VIANDAS,85
LC,4018697414,Malissia,Polland,mpollandkg@sina.com.cn,6/2/2024,DINERO,76
DNI,5326410605,Cobby,Catterall,ccatterallkh@acquirethisname.com,11/9/2023,ENTREGA_TARJETAS,77
DNI,5704637558,Roxanna,Butterick,rbutterickki@answers.com,5/26/2023,DINERO,45
LC,1420986082,Des,Earthfield,dearthfieldkj@usa.gov,6/8/2023,REDISTRIBUCION_VIANDAS,65
DNI,6218310892,Jarrad,Malitrott,jmalitrottkk@nifty.com,6/28/2023,REDISTRIBUCION_VIANDAS,44
DNI,8750110306,Marlow,Glynn,mglynnkl@fastcompany.com,4/19/2023,DINERO,7
LC,5239832269,Emmaline,Howling,ehowlingkm@netvibes.com,3/2/2023,DINERO,50
LC,6812520802,Jobyna,Elms,jelmskn@bloglovin.com,9/21/2023,DINERO,39
LE,1694971422,Alf,Carbonell,acarbonellko@gov.uk,6/2/2024,DINERO,84
LE,3421549648,Dorisa,Dumini,dduminikp@soundcloud.com,7/3/2023,DINERO,8
LC,3136844483,Laurence,Freddi,lfreddikq@omniture.com,3/25/2024,REDISTRIBUCION_VIANDAS,13
DNI,6616143791,Charmain,Leven,clevenkr@chronoengine.com,4/26/2023,REDISTRIBUCION_VIANDAS,74
LC,5132129021,Van,Brevitt,vbrevittks@dailymail.co.uk,3/30/2023,DINERO,9
LC,6085665431,Clovis,Elcy,celcykt@behance.net,11/9/2023,REDISTRIBUCION_VIANDAS,97
LC,8086091317,Rae,Tummons,rtummonsku@imdb.com,9/1/2023,DONACION_VIANDAS,37
DNI,8905676103,Agatha,Machans,amachanskv@unblog.fr,8/21/2024,DONACION_VIANDAS,66
LC,4433370266,Fred,Bensusan,fbensusankw@who.int,3/10/2024,REDISTRIBUCION_VIANDAS,93
LC,1622815513,Cullen,McGann,cmcgannkx@dailymotion.com,1/19/2024,ENTREGA_TARJETAS,74
LC,3635005827,Ugo,Fishpool,ufishpoolky@dropbox.com,3/7/2023,ENTREGA_TARJETAS,92
LC,9650666737,Milissent,Prichet,mprichetkz@hud.gov,6/26/2023,REDISTRIBUCION_VIANDAS,84
LE,5004913307,Ruby,Spreadbury,rspreadburyl0@com.com,1/9/2024,DONACION_VIANDAS,44
DNI,1422815994,Benn,Webster,bwebsterl1@over-blog.com,2/17/2023,ENTREGA_TARJETAS,70
DNI,3503309225,Kit,Kasman,kkasmanl2@1und1.de,9/23/2023,DONACION_VIANDAS,41
DNI,2806865638,Brett,Harbord,bharbordl3@issuu.com,12/8/2023,DONACION_VIANDAS,21
LC,4370632390,Jorge,Hodjetts,jhodjettsl4@diigo.com,10/4/2023,REDISTRIBUCION_VIANDAS,12
DNI,7032681328,Dillon,Cloy,dcloyl5@surveymonkey.com,7/11/2024,ENTREGA_TARJETAS,6
DNI,9457123859,Renard,Screeton,rscreetonl6@topsy.com,7/4/2024,DONACION_VIANDAS,53
LC,1670140512,Pippy,Kinnie,pkinniel7@merriam-webster.com,4/12/2023,DINERO,26
LC,9920317624,Roxine,Plumridge,rplumridgel8@ucoz.com,4/4/2023,DINERO,26
DNI,5758531065,Maude,Millgate,mmillgatel9@ebay.com,10/26/2023,DONACION_VIANDAS,79
DNI,0688268722,Carrie,Brislawn,cbrislawnla@rambler.ru,1/19/2024,ENTREGA_TARJETAS,74
LE,4586476087,Steven,Cherrison,scherrisonlb@nih.gov,9/16/2023,ENTREGA_TARJETAS,82
DNI,4825990320,Gwenni,Dairton,gdairtonlc@usgs.gov,7/24/2023,ENTREGA_TARJETAS,2
LC,7633528745,Dotty,Balcers,dbalcersld@springer.com,8/28/2024,REDISTRIBUCION_VIANDAS,61
DNI,9561315947,Alessandro,Crysell,acrysellle@pen.io,7/17/2023,DONACION_VIANDAS,87
DNI,2003609776,Gertruda,D'Elias,gdeliaslf@hc360.com,9/29/2023,DINERO,10
LC,7834749749,Agatha,Stops,astopslg@ycombinator.com,7/8/2024,ENTREGA_TARJETAS,13
DNI,2433113326,Ibbie,Weakley,iweakleylh@lycos.com,4/28/2023,DINERO,22
